plot_id,date,rainfall_mm
P001,2023-01-01,0.0
P001,2023-01-02,0.0
P001,2023-01-03,0.0
P001,2023-01-04,0.0
P001,2023-01-05,0.0
P001,2023-01-06,0.0
P001,2023-01-07,0.0
P001,2023-01-08,0.0
P001,2023-01-09,0.0
P001,2023-01-10,0.0
P001,2023-01-11,0.0
P001,2023-01-12,0.0
P001,2023-01-13,0.0
P001,2023-01-14,0.0
P001,2023-01-15,0.0
P001,2023-01-16,0.0
P001,2023-01-17,0.0
P001,2023-01-18,0.0
P001,2023-01-19,5.1494
P001,2023-01-20,0.0
P001,2023-01-21,0.0
P001,2023-01-22,0.0
P001,2023-01-23,0.0
P001,2023-01-24,0.0
P001,2023-01-25,0.0
P001,2023-01-26,0.0
P001,2023-01-27,0.0
P001,2023-01-28,5.3775
P001,2023-01-29,0.0
P001,2023-01-30,0.0
P001,2023-01-31,0.0
P001,2023-02-01,0.0
P001,2023-02-02,0.0
P001,2023-02-03,0.0
P001,2023-02-04,0.0
P001,2023-02-05,0.0
P001,2023-02-06,0.0
P001,2023-02-07,3.3398
P001,2023-02-08,0.0
P001,2023-02-09,0.0
P001,2023-02-10,0.0
P001,2023-02-11,0.0
P001,2023-02-12,0.0
P001,2023-02-13,0.0
P001,2023-02-14,0.0
P001,2023-02-15,0.0
P001,2023-02-16,0.0
P001,2023-02-17,0.0
P001,2023-02-18,0.0
P001,2023-02-19,0.0
P001,2023-02-20,0.0
P001,2023-02-21,0.0
P001,2023-02-22,0.0
P001,2023-02-23,0.0
P001,2023-02-24,0.0
P001,2023-02-25,3.649
P001,2023-02-26,0.0
P001,2023-02-27,0.0
P001,2023-02-28,0.0
P001,2023-03-01,0.0
P001,2023-03-02,0.0
P001,2023-03-03,0.0
P001,2023-03-04,0.0
P001,2023-03-05,0.0
P001,2023-03-06,0.0
P001,2023-03-07,0.0
P001,2023-03-08,0.0
P001,2023-03-09,0.0
P001,2023-03-10,0.0
P001,2023-03-11,0.0
P001,2023-03-12,0.0
P001,2023-03-13,8.2107
P001,2023-03-14,16.4215
P001,2023-03-15,8.2107
P001,2023-03-16,24.0288
P001,2023-03-17,0.0
P001,2023-03-18,0.0
P001,2023-03-19,0.0
P001,2023-03-20,0.0
P001,2023-03-21,14.9078
P001,2023-03-22,11.1809
P001,2023-03-23,11.1809
P001,2023-03-24,7.4539
P001,2023-03-25,7.4539
P001,2023-03-26,10.1281
P001,2023-03-27,10.1281
P001,2023-03-28,0.0
P001,2023-03-29,0.0
P001,2023-03-30,10.1281
P001,2023-03-31,0.0
P001,2023-04-01,0.0
P001,2023-04-02,0.0
P001,2023-04-03,11.3403
P001,2023-04-04,5.6702
P001,2023-04-05,0.0
P001,2023-04-06,0.0
P001,2023-04-07,0.0
P001,2023-04-08,0.0
P001,2023-04-09,0.0
P001,2023-04-10,0.0
P001,2023-04-11,0.0
P001,2023-04-12,0.0
P001,2023-04-13,0.0
P001,2023-04-14,0.0
P001,2023-04-15,0.0
P001,2023-04-16,0.0
P001,2023-04-17,8.1384
P001,2023-04-18,0.0
P001,2023-04-19,0.0
P001,2023-04-20,8.1384
P001,2023-04-21,15.3112
P001,2023-04-22,15.3112
P001,2023-04-23,7.6556
P001,2023-04-24,0.0
P001,2023-04-25,22.9669
P001,2023-04-26,48.4425
P001,2023-04-27,0.0
P001,2023-04-28,16.1475
P001,2023-04-29,0.0
P001,2023-04-30,16.1475
P001,2023-05-01,18.9923
P001,2023-05-02,37.9845
P001,2023-05-03,18.9923
P001,2023-05-04,0.0
P001,2023-05-05,0.0
P001,2023-05-06,0.0
P001,2023-05-07,0.0
P001,2023-05-08,0.0
P001,2023-05-09,0.0
P001,2023-05-10,0.0
P001,2023-05-11,0.0
P001,2023-05-12,0.0
P001,2023-05-13,0.0
P001,2023-05-14,0.0
P001,2023-05-15,0.0
P001,2023-05-16,18.0062
P001,2023-05-17,0.0
P001,2023-05-18,0.0
P001,2023-05-19,0.0
P001,2023-05-20,0.0
P001,2023-05-21,0.0
P001,2023-05-22,0.0
P001,2023-05-23,20.2557
P001,2023-05-24,0.0
P001,2023-05-25,0.0
P001,2023-05-26,0.0
P001,2023-05-27,0.0
P001,2023-05-28,0.0
P001,2023-05-29,0.0
P001,2023-05-30,0.0
P001,2023-05-31,0.0
P001,2023-06-01,0.0
P001,2023-06-02,0.0
P001,2023-06-03,0.0
P001,2023-06-04,0.0
P001,2023-06-05,0.0
P001,2023-06-06,0.0
P001,2023-06-07,0.0
P001,2023-06-08,0.0
P001,2023-06-09,0.0
P001,2023-06-10,0.0
P001,2023-06-11,0.0
P001,2023-06-12,0.0
P001,2023-06-13,0.0
P001,2023-06-14,37.4723
P001,2023-06-15,0.0
P001,2023-06-16,0.0
P001,2023-06-17,0.0
P001,2023-06-18,0.0
P001,2023-06-19,0.0
P001,2023-06-20,0.0
P001,2023-06-21,0.0
P001,2023-06-22,0.0
P001,2023-06-23,0.0
P001,2023-06-24,0.0
P001,2023-06-25,0.0
P001,2023-06-26,0.0
P001,2023-06-27,35.0176
P001,2023-06-28,17.5088
P001,2023-06-29,0.0
P001,2023-06-30,0.0
P001,2023-07-01,0.0
P001,2023-07-02,0.0
P001,2023-07-03,0.0
P001,2023-07-04,0.0
P001,2023-07-05,7.9059
P001,2023-07-06,9.1801
P001,2023-07-07,6.2282
P001,2023-07-08,0.0
P001,2023-07-09,0.0
P001,2023-07-10,0.0
P001,2023-07-11,0.0
P001,2023-07-12,0.0
P001,2023-07-13,0.0
P001,2023-07-14,7.8661
P001,2023-07-15,0.0
P001,2023-07-16,5.9109
P001,2023-07-17,0.0
P001,2023-07-18,0.0
P001,2023-07-19,0.0
P001,2023-07-20,0.0
P001,2023-07-21,0.0
P001,2023-07-22,0.0
P001,2023-07-23,0.0
P001,2023-07-24,9.0221
P001,2023-07-25,0.0
P001,2023-07-26,0.0
P001,2023-07-27,0.0
P001,2023-07-28,0.0
P001,2023-07-29,0.0
P001,2023-07-30,0.0
P001,2023-07-31,0.0
P001,2023-08-01,31.0934
P001,2023-08-02,0.0
P001,2023-08-03,0.0
P001,2023-08-04,0.0
P001,2023-08-05,0.0
P001,2023-08-06,0.0
P001,2023-08-07,0.0
P001,2023-08-08,0.0
P001,2023-08-09,0.0
P001,2023-08-10,0.0
P001,2023-08-11,0.0
P001,2023-08-12,0.0
P001,2023-08-13,0.0
P001,2023-08-14,0.0
P001,2023-08-15,0.0
P001,2023-08-16,0.0
P001,2023-08-17,23.3869
P001,2023-08-18,0.0
P001,2023-08-19,0.0
P001,2023-08-20,0.0
P001,2023-08-21,0.0
P001,2023-08-22,0.0
P001,2023-08-23,0.0
P001,2023-08-24,0.0
P001,2023-08-25,0.0
P001,2023-08-26,0.0
P001,2023-08-27,0.0
P001,2023-08-28,0.0
P001,2023-08-29,0.0
P001,2023-08-30,0.0
P001,2023-08-31,0.0
P001,2023-09-01,0.0
P001,2023-09-02,0.0
P001,2023-09-03,0.0
P001,2023-09-04,0.0
P001,2023-09-05,0.0
P001,2023-09-06,0.0
P001,2023-09-07,10.3565
P001,2023-09-08,20.7131
P001,2023-09-09,0.0
P001,2023-09-10,10.3565
P001,2023-09-11,0.0
P001,2023-09-12,25.9985
P001,2023-09-13,0.0
P001,2023-09-14,0.0
P001,2023-09-15,0.0
P001,2023-09-16,0.0
P001,2023-09-17,0.0
P001,2023-09-18,13.5955
P001,2023-09-19,0.0
P001,2023-09-20,13.5955
P001,2023-09-21,0.0
P001,2023-09-22,0.0
P001,2023-09-23,0.0
P001,2023-09-24,0.0
P001,2023-09-25,0.0
P001,2023-09-26,10.4022
P001,2023-09-27,10.4022
P001,2023-09-28,0.0
P001,2023-09-29,0.0
P001,2023-09-30,0.0
P001,2023-10-01,25.7585
P001,2023-10-02,0.0
P001,2023-10-03,0.0
P001,2023-10-04,0.0
P001,2023-10-05,0.0
P001,2023-10-06,0.0
P001,2023-10-07,0.0
P001,2023-10-08,0.0
P001,2023-10-09,0.0
P001,2023-10-10,0.0
P001,2023-10-11,0.0
P001,2023-10-12,0.0
P001,2023-10-13,0.0
P001,2023-10-14,0.0
P001,2023-10-15,0.0
P001,2023-10-16,0.0
P001,2023-10-17,50.2893
P001,2023-10-18,0.0
P001,2023-10-19,0.0
P001,2023-10-20,0.0
P001,2023-10-21,0.0
P001,2023-10-22,0.0
P001,2023-10-23,0.0
P001,2023-10-24,0.0
P001,2023-10-25,0.0
P001,2023-10-26,0.0
P001,2023-10-27,0.0
P001,2023-10-28,0.0
P001,2023-10-29,0.0
P001,2023-10-30,0.0
P001,2023-10-31,0.0
P001,2023-11-01,0.0
P001,2023-11-02,0.0
P001,2023-11-03,0.0
P001,2023-11-04,67.8997
P001,2023-11-05,0.0
P001,2023-11-06,0.0
P001,2023-11-07,62.9616
P001,2023-11-08,0.0
P001,2023-11-09,0.0
P001,2023-11-10,0.0
P001,2023-11-11,0.0
P001,2023-11-12,0.0
P001,2023-11-13,0.0
P001,2023-11-14,0.0
P001,2023-11-15,0.0
P001,2023-11-16,0.0
P001,2023-11-17,0.0
P001,2023-11-18,0.0
P001,2023-11-19,0.0
P001,2023-11-20,0.0
P001,2023-11-21,0.0
P001,2023-11-22,0.0
P001,2023-11-23,0.0
P001,2023-11-24,79.9462
P001,2023-11-25,0.0
P001,2023-11-26,0.0
P001,2023-11-27,0.0
P001,2023-11-28,0.0
P001,2023-11-29,0.0
P001,2023-11-30,0.0
P001,2023-12-01,0.0
P001,2023-12-02,0.0
P001,2023-12-03,5.0617
P001,2023-12-04,6.7754
P001,2023-12-05,0.0
P001,2023-12-06,7.5332
P001,2023-12-07,0.0
P001,2023-12-08,0.0
P001,2023-12-09,0.0
P001,2023-12-10,0.0
P001,2023-12-11,0.0
P001,2023-12-12,6.2628
P001,2023-12-13,0.0
P001,2023-12-14,0.0
P001,2023-12-15,0.0
P001,2023-12-16,0.0
P001,2023-12-17,0.0
P001,2023-12-18,0.0
P001,2023-12-19,0.0
P001,2023-12-20,0.0
P001,2023-12-21,0.0
P001,2023-12-22,0.0
P001,2023-12-23,0.0
P001,2023-12-24,0.0
P001,2023-12-25,0.0
P001,2023-12-26,0.0
P001,2023-12-27,0.0
P001,2023-12-28,0.0
P001,2023-12-29,0.0
P001,2023-12-30,0.0
P001,2023-12-31,0.0
P001,2024-01-01,12.2774
P001,2024-01-02,0.0
P001,2024-01-03,0.0
P001,2024-01-04,0.0
P001,2024-01-05,0.0
P001,2024-01-06,10.2066
P001,2024-01-07,0.0
P001,2024-01-08,0.0
P001,2024-01-09,0.0
P001,2024-01-10,0.0
P001,2024-01-11,0.0
P001,2024-01-12,0.0
P001,2024-01-13,41.6319
P001,2024-01-14,0.0
P001,2024-01-15,0.0
P001,2024-01-16,0.0
P001,2024-01-17,0.0
P001,2024-01-18,16.5606
P001,2024-01-19,0.0
P001,2024-01-20,0.0
P001,2024-01-21,0.0
P001,2024-01-22,0.0
P001,2024-01-23,0.0
P001,2024-01-24,0.0
P001,2024-01-25,0.0
P001,2024-01-26,0.0
P001,2024-01-27,0.0
P001,2024-01-28,0.0
P001,2024-01-29,0.0
P001,2024-01-30,6.6311
P001,2024-01-31,0.0
P001,2024-02-01,0.0
P001,2024-02-02,8.8402
P001,2024-02-03,0.0
P001,2024-02-04,0.0
P001,2024-02-05,0.0
P001,2024-02-06,0.0
P001,2024-02-07,0.0
P001,2024-02-08,11.6925
P001,2024-02-09,0.0
P001,2024-02-10,0.0
P001,2024-02-11,0.0
P001,2024-02-12,0.0
P001,2024-02-13,0.0
P001,2024-02-14,0.0
P001,2024-02-15,0.0
P001,2024-02-16,0.0
P001,2024-02-17,0.0
P001,2024-02-18,0.0
P001,2024-02-19,0.0
P001,2024-02-20,0.0
P001,2024-02-21,0.0
P001,2024-02-22,0.0
P001,2024-02-23,0.0
P001,2024-02-24,0.0
P001,2024-02-25,0.0
P001,2024-02-26,0.0
P001,2024-02-27,27.9254
P001,2024-02-28,9.3084
P001,2024-02-29,0.0
P001,2024-03-01,0.0
P001,2024-03-02,0.0
P001,2024-03-03,0.0
P001,2024-03-04,0.0
P001,2024-03-05,0.0
P001,2024-03-06,0.0
P001,2024-03-07,0.0
P001,2024-03-08,0.0
P001,2024-03-09,0.0
P001,2024-03-10,0.0
P001,2024-03-11,0.0
P001,2024-03-12,0.0
P001,2024-03-13,0.0
P001,2024-03-14,0.0
P001,2024-03-15,0.0
P001,2024-03-16,0.0
P001,2024-03-17,0.0
P001,2024-03-18,0.0
P001,2024-03-19,0.0
P001,2024-03-20,0.0
P001,2024-03-21,0.0
P001,2024-03-22,0.0
P001,2024-03-23,0.0
P001,2024-03-24,60.9158
P001,2024-03-25,0.0
P001,2024-03-26,0.0
P001,2024-03-27,0.0
P001,2024-03-28,0.0
P001,2024-03-29,0.0
P001,2024-03-30,0.0
P001,2024-03-31,0.0
P001,2024-04-01,0.0
P001,2024-04-02,0.0
P001,2024-04-03,0.0
P001,2024-04-04,0.0
P001,2024-04-05,27.6631
P001,2024-04-06,27.1947
P001,2024-04-07,0.0
P001,2024-04-08,0.0
P001,2024-04-09,27.1947
P001,2024-04-10,0.0
P001,2024-04-11,9.6521
P001,2024-04-12,5.5729
P001,2024-04-13,8.2158
P001,2024-04-14,3.1149
P001,2024-04-15,10.3377
P001,2024-04-16,0.0
P001,2024-04-17,0.0
P001,2024-04-18,0.0
P001,2024-04-19,0.0
P001,2024-04-20,0.0
P001,2024-04-21,0.0
P001,2024-04-22,16.0473
P001,2024-04-23,23.6559
P001,2024-04-24,0.0
P001,2024-04-25,20.6989
P001,2024-04-26,14.7837
P001,2024-04-27,14.7837
P001,2024-04-28,29.5674
P001,2024-04-29,0.0
P001,2024-04-30,0.0
P001,2024-05-01,38.4159
P001,2024-05-02,0.0
P001,2024-05-03,115.2477
P001,2024-05-04,0.0
P001,2024-05-05,38.4159
P001,2024-05-06,30.3208
P001,2024-05-07,0.0
P001,2024-05-08,30.3208
P001,2024-05-09,0.0
P001,2024-05-10,0.0
P001,2024-05-11,0.0
P001,2024-05-12,0.0
P001,2024-05-13,0.0
P001,2024-05-14,0.0
P001,2024-05-15,0.0
P001,2024-05-16,3.135
P001,2024-05-17,6.9207
P001,2024-05-18,8.9165
P001,2024-05-19,6.4423
P001,2024-05-20,3.5944
P001,2024-05-21,47.2286
P001,2024-05-22,0.0
P001,2024-05-23,0.0
P001,2024-05-24,0.0
P001,2024-05-25,0.0
P001,2024-05-26,0.0
P001,2024-05-27,0.0
P001,2024-05-28,0.0
P001,2024-05-29,0.0
P001,2024-05-30,0.0
P001,2024-05-31,0.0
P001,2024-06-01,0.0
P001,2024-06-02,0.0
P001,2024-06-03,8.5472
P001,2024-06-04,0.0
P001,2024-06-05,0.0
P001,2024-06-06,0.0
P001,2024-06-07,0.0
P001,2024-06-08,7.8129
P001,2024-06-09,0.0
P001,2024-06-10,0.0
P001,2024-06-11,0.0
P001,2024-06-12,0.0
P001,2024-06-13,0.0
P001,2024-06-14,0.0
P001,2024-06-15,8.4469
P001,2024-06-16,0.0
P001,2024-06-17,0.0
P001,2024-06-18,0.0
P001,2024-06-19,0.0
P001,2024-06-20,8.4796
P001,2024-06-21,0.0
P001,2024-06-22,4.7801
P001,2024-06-23,0.0
P001,2024-06-24,0.0
P001,2024-06-25,0.0
P001,2024-06-26,0.0
P001,2024-06-27,7.0743
P001,2024-06-28,0.0
P001,2024-06-29,0.0
P001,2024-06-30,0.0
P001,2024-07-01,0.0
P001,2024-07-02,0.0
P001,2024-07-03,0.0
P001,2024-07-04,16.3163
P001,2024-07-05,0.0
P001,2024-07-06,10.902
P001,2024-07-07,0.0
P001,2024-07-08,10.902
P001,2024-07-09,21.804
P001,2024-07-10,10.902
P001,2024-07-11,0.0
P001,2024-07-12,0.0
P001,2024-07-13,0.0
P001,2024-07-14,18.965
P001,2024-07-15,0.0
P001,2024-07-16,0.0
P001,2024-07-17,0.0
P001,2024-07-18,0.0
P001,2024-07-19,0.0
P001,2024-07-20,12.125
P001,2024-07-21,16.1246
P001,2024-07-22,0.0
P001,2024-07-23,0.0
P001,2024-07-24,0.0
P001,2024-07-25,0.0
P001,2024-07-26,18.1254
P001,2024-07-27,0.0
P001,2024-07-28,0.0
P001,2024-07-29,0.0
P001,2024-07-30,18.1254
P001,2024-07-31,0.0
P001,2024-08-01,6.8198
P001,2024-08-02,6.8198
P001,2024-08-03,6.8198
P001,2024-08-04,0.0
P001,2024-08-05,6.8198
P001,2024-08-06,11.4976
P001,2024-08-07,0.0
P001,2024-08-08,11.4976
P001,2024-08-09,11.4976
P001,2024-08-10,0.0
P001,2024-08-11,5.3434
P001,2024-08-12,5.3434
P001,2024-08-13,5.3434
P001,2024-08-14,5.3434
P001,2024-08-15,5.3434
P001,2024-08-16,0.0
P001,2024-08-17,5.4307
P001,2024-08-18,0.0
P001,2024-08-19,5.4307
P001,2024-08-20,0.0
P001,2024-08-21,1.7016
P001,2024-08-22,1.1028
P001,2024-08-23,4.0846
P001,2024-08-24,6.0266
P001,2024-08-25,2.4635
P001,2024-08-26,2.9201
P001,2024-08-27,3.146
P001,2024-08-28,0.374
P001,2024-08-29,0.1921
P001,2024-08-30,0.1837
P001,2024-08-31,2.5902
P001,2024-09-01,0.0
P001,2024-09-02,26.4661
P001,2024-09-03,0.0
P001,2024-09-04,0.0
P001,2024-09-05,0.0
P001,2024-09-06,0.0
P001,2024-09-07,0.0
P001,2024-09-08,0.0
P001,2024-09-09,0.0
P001,2024-09-10,0.0
P001,2024-09-11,0.5544
P001,2024-09-12,3.1272
P001,2024-09-13,1.1177
P001,2024-09-14,0.0695
P001,2024-09-15,4.3666
P001,2024-09-16,0.0
P001,2024-09-17,0.0
P001,2024-09-18,0.0
P001,2024-09-19,33.4397
P001,2024-09-20,0.0
P001,2024-09-21,0.0
P001,2024-09-22,0.0
P001,2024-09-23,0.0
P001,2024-09-24,0.0
P001,2024-09-25,0.0
P001,2024-09-26,0.0
P001,2024-09-27,8.6432
P001,2024-09-28,0.0
P001,2024-09-29,0.0
P001,2024-09-30,0.0
P001,2024-10-01,8.1945
P001,2024-10-02,0.0
P001,2024-10-03,0.8253
P001,2024-10-04,1.4427
P001,2024-10-05,3.434
P001,2024-10-06,0.0
P001,2024-10-07,0.0
P001,2024-10-08,19.5657
P001,2024-10-09,0.0
P001,2024-10-10,0.0
P001,2024-10-11,0.0
P001,2024-10-12,0.0
P001,2024-10-13,0.0
P001,2024-10-14,0.0
P001,2024-10-15,0.0
P001,2024-10-16,9.7907
P001,2024-10-17,9.7907
P001,2024-10-18,9.7907
P001,2024-10-19,0.0
P001,2024-10-20,9.7907
P001,2024-10-21,0.0
P001,2024-10-22,0.0
P001,2024-10-23,0.0
P001,2024-10-24,0.0
P001,2024-10-25,0.0
P001,2024-10-26,0.0
P001,2024-10-27,0.0
P001,2024-10-28,0.0
P001,2024-10-29,0.0
P001,2024-10-30,0.0
P001,2024-10-31,0.0
P001,2024-11-01,0.0
P001,2024-11-02,0.0
P001,2024-11-03,0.0
P001,2024-11-04,0.0
P001,2024-11-05,0.0
P001,2024-11-06,0.0
P001,2024-11-07,0.0
P001,2024-11-08,0.0
P001,2024-11-09,0.0
P001,2024-11-10,0.0
P001,2024-11-11,18.3355
P001,2024-11-12,0.0
P001,2024-11-13,0.0
P001,2024-11-14,0.0
P001,2024-11-15,0.0
P001,2024-11-16,0.0
P001,2024-11-17,0.0
P001,2024-11-18,0.0
P001,2024-11-19,0.0
P001,2024-11-20,0.0
P001,2024-11-21,0.0
P001,2024-11-22,0.0
P001,2024-11-23,0.0
P001,2024-11-24,32.942
P001,2024-11-25,32.942
P001,2024-11-26,0.0
P001,2024-11-27,61.8001
P001,2024-11-28,0.0
P001,2024-11-29,0.0
P001,2024-11-30,0.0
P001,2024-12-01,0.0
P001,2024-12-02,0.0
P001,2024-12-03,0.0
P001,2024-12-04,0.0
P001,2024-12-05,0.0
P001,2024-12-06,0.0
P001,2024-12-07,0.0
P001,2024-12-08,0.0
P001,2024-12-09,0.0
P001,2024-12-10,0.0
P001,2024-12-11,0.0
P001,2024-12-12,0.0
P001,2024-12-13,9.0308
P001,2024-12-14,0.0
P001,2024-12-15,0.0
P001,2024-12-16,0.0
P001,2024-12-17,0.0
P001,2024-12-18,0.0
P001,2024-12-19,28.4483
P001,2024-12-20,0.0
P001,2024-12-21,0.0
P001,2024-12-22,0.0
P001,2024-12-23,0.0
P001,2024-12-24,0.0
P001,2024-12-25,0.0
P001,2024-12-26,0.0
P001,2024-12-27,0.0
P001,2024-12-28,0.0
P001,2024-12-29,0.0
P001,2024-12-30,0.0
P001,2024-12-31,0.0
